bed1,bed2,bfo1,bfo2,bso1,bso2,bso3,ced1,cfo1,cso1
-0.37405011063247173,-0.5456971754740523,-0.9629829027340888,-2.0443803898960313,-2.3493041948894637,-0.915665264737899,-1.6732382619160935,-0.9963727023839885,-0.895723080814119,-2.9368817746132376
-0.8695993751290474,-0.6247613725636172,-0.33801514304653263,-1.005628239307524,0.31221611746815814,-1.3243657349724745,-0.02030797299004456,-0.9270640070723905,0.6968119289707703,-0.640552055546404
0.8625527156103859,0.9216748722124966,-0.053442263845875054,0.1212424508067008,0.830783499574299,-1.0400106720053568,0.5274291450419806,-0.7886173216599202,0.6470589972974974,0.5896248348873726
1.0051677974974824,0.4852940641078623,0.08521680223408884,-0.07305025603880799,3.1968123492018066,1.752094466558566,0.563843556206291,0.739937991644377,2.3004093862700543,1.8294694190488603
-0.36821023531457936,-0.6168570130424479,-0.8718554495131072,-0.24948630307333486,0.08150231720729578,-1.5374146418697816,-0.8627735729352889,0.6497531693226859,0.5750634532996344,-0.09288070105564272
-0.3894336415477961,-0.6153628080244792,-0.9576741879443498,-0.9047813393446502,0.40870856944858575,-0.9129260320139033,-1.72286088966649,0.25955326670793477,0.9118572655039091,-0.39283690302557317
0.6241528957449635,1.7737631200305688,-0.9249064286099936,-1.3700422264849974,-1.7174485393013101,-0.908191992373529,-2.0498610142525644,-0.420016193369321,-0.5627031738670479,-2.04511121409255
-0.8876040671439108,-0.6335744692729357,-0.9629482375314966,-1.631205899634034,0.6570992859864138,-0.2981618395355059,-0.4756512272537646,-0.47205454810604197,1.1846758325888183,-0.711360833793594
1.251611002912673,0.8958432120492396,1.964006881604618,0.906016511560044,-0.24852406851638592,-1.5449176118066639,0.2494988139307832,1.8342277263782039,-1.7278722576395757,0.6202871326962658
-1.3750735023156602,-0.6369591349922171,3.003736303489016,0.6797295410994183,1.5285182213422286,0.8483128760349152,-0.6935148341110097,-1.1890799889898487,-1.06069485977026,1.4482591265318387
